cntry_code,mso_name,mso_name_cn
HK,TO TING PING TRADING AS TUNG KEE MONEY EXCHANGE CO.,杜定秉 營業名稱 東記人民幣找換公司
HK,TOMEX BIZ LIMITED,同得匯業有限公司
HK,TONG KI ON TRADING AS WIDE WEALTH MONEY EXCHANGE,唐祈安 營業名稱 廣匯兌換店
HK,TONG YUET SIM TRADING AS ASIA FOOD (T-TOWN),湯月嬋
HK,TONY FOREIGN EXCHANGE CO LIMITED,通利外幣找換有限公司
HK,TOP PAY FINANCIAL TECHNOLOGY LIMITED,鼎集金融科技有限公司
HK,TOPBUN UNIVERSAL ASSET CO LIMITED,拓本環球資產有限公司 營業名稱 匯盈香港
HK,TOYO GLOBAL INVESTMENT LIMITED,東洋環球投資有限公司
HK,TRADE BEST EXCHANGE LIMITED TRADING AS TRADE BEST EXCHANGE,佳兌找換匯款有限公司 營業名稱 佳兌找換匯款
HK,TRADE ELEGANT LIMITED TRADING AS SUPREME FOREIGN EXCHANGE CO,丰貿有限公司 營業名稱 卓豐人民幣匯款公司
HK,TRANSFERCLEAR (HK) LIMITED,
HK,TRANSFERMATE HK LIMITED,
HK,TRANSWAP LIMITED,
HK,TRAVEL TAO LIMITED,雲游道有限公司
HK,TRAVELEX CURRENCY EXCHANGE LIMITED,通濟隆外幣找換有限公司
HK,TREASURE CURRENCY EXCHANGE COMPANY LIMITED,財利找換有限公司
HK,TRILLION DEVELOPMENT (HONG KONG) LIMITED,兆億發展(香港)有限公司 營業名稱 兆億外幣兌換
HK,TRUSTWORTHY GLOBAL LIMITED,卓滙環球兌換有限公司
HK,TSANG CHEUNG KWAN TRADING AS WING HUA MONEY EXCHANGE CO,曾祥坤 營業名稱 永華找換公司
HK,TSANG WAI PING TRADING AS MING SHING RMB MONEY EXCHANGE,曾惠萍 營業名稱 明昇人民幣找換店
HK,TSE HOP KWAN TRADING AS SHANG HAI CURRENCY EXCHANGE COMPANY,謝合群 營業名稱 上海找換行
HK,TSE KIN CHUEN TRADING AS WING HING HONG,謝建全 營業名稱 永興行人民幣找換
HK,TSE KWOK SAN TRADING AS FU SAN TO KO INDONESIA,謝國新 營業名稱 富新東南亞雜貨
HK,TSE MEI KING TRADING AS CHUNG TAT MONEY EXCHANGE SHOP,謝美琼 營業名稱 中達找換店
HK,TSE MUI HEUNG TRADING AS CHONG HUI RENMINBI EXCHANGE COMPANY,謝妙香 營業名稱 創滙人民幣找換行
HK,TSE SHUI WAN TRADING AS CENTRAL DOLLAR EXCHANGE,謝瑞雲 營業名稱 中圓人民幣找換店
HK,TSE YEE SHING TRADING AS WEALTH EXCHANGE AND REMITTANCE CENTER,謝以成 營業名稱 滙展找換中心
HK,TSEUNG YIK FONG,蔣益芳 營業名稱 滙溢人民幣找換店
HK,TSOI LAI PING TRADING AS LIAN FA TRADING CO.,蔡麗萍 營業名稱 聯發貿易公司
HK,TSOI SAU CHING TRADING AS LUNG CHEONG EXCHANGE CO,蔡秀貞 營業名稱 龍昌找換公司
HK,TU YIU LUNG TRADING AS KINGDOM EXCHANGE,涂耀龍 營業名稱 國金找換店
HK,TUNG SING COMPANY,東昇公司
HK,UK EXCHANGE CO. LIMITED,
HK,UMPIRE INTERNATIONAL HOLDING LIMITED,安派國際控股有限公司
HK,UNI FOREX LIMITED,
HK,UNION EXCHANGE LIMITED,滙邦找換有限公司
HK,UNISON FOREIGN EXCHANGE LIMITED,裕新找換有限公司
HK,UNITECH FX LIMITED,聯達找換有限公司
HK,UNITED ASIA EXCHANGE LIMITED,
HK,UNITED ELECTRONIC TRADING COMPANY LIMITED,合眾電子貿易有限公司
HK,UNITED EXCHANGE LIMITED,
HK,UNIVERSAL EXCHANGE CENTRE LIMITED,
HK,UNIVERSAL EXPRESS SERVICES LIMITED,
HK,UP UP LIMITED,上上有限公司
HK,UREMIT INTERNATIONAL LIMITED,
HK,USEEPAY LIMITED,香港海泰付科技有限公司
HK,V PLUS GREATER BAY EXCHANGE LIMITED,贏家大灣區找換易有限公司
HK,V-UNITED FOREX LIMITED,
HK,VCAN FINTECH LIMITED,滙創網融科技有限公司
HK,VERDE FINTECH LIMITED,威得金融科技有限公司
HK,VIPAN-KUMAR TRADING AS TRADEWAVES,
HK,WAH KEUNG INVESTMENT TRADING LIMITED TRADING AS CHUNG YING REMINBI EXCHANGE CO.,華強投資貿易有限公司 營業名稱 中英人民幣找換行
HK,WAI HING MONEY EXCHANGE LIMITED,偉興找換店有限公司
HK,WAI SHING (HK) INVESTMENT LIMITED TRADING AS GREAT CITY MONEY EXCHANGE,偉盛(香港)投資有限公司 營業名稱 偉城找換
HK,WALLEX TECHNOLOGIES INTERNATIONAL LIMITED,
HK,WAN GUO GROUP HOLDING LIMITED,萬國集團控股有限公司
HK,WAN LAM CHU,尹林柱 營業名稱 中盛信用人民幣匯款找換行
HK,WAN SHUN ENTERPRISE LIMITED TRADING AS CHAN&#39;S CURRENCY CHANGE,泓信企業有限公司 營業名稱 陳氏換匯
HK,WANG TAT INVESTMENT TRADING LIMITED TRADING AS CHUNG YING REMINBI EXCHANGE CO.,宏達投資貿易有限公司 營業名稱 中英人民幣找換行
HK,"WANSHENG YINGTONG FINANCIAL TECHNOLOGY CO., LIMITED",萬盛贏通金融科技有限公司
HK,WESTERN UNION BUSINESS SOLUTIONS (HONG KONG) LIMITED TRADING AS WESTERN UNION BUSINESS SOLUTIONS,西聯環球商業滙款(香港)有限公司 營業名稱 西聯環球商業滙款
HK,WESTERN UNION ONLINE LIMITED,
HK,WEXWORLD HONGKONG LIMITED,微匯天下香港有限公司
HK,WG COMPANY LIMITED,永盛找換
HK,WHALET LIMITED,易鯨科技有限公司
HK,"WIN MONEY EXCHANGE CO., LIMITED",詠旺找換有限公司
HK,WIN TONE INVESTMENT LIMITED,運通投資有限公司
HK,WIN WIN EXCHANGE LIMITED,有利兑匯有限公司
HK,WINDPAYER TECHNOLOGY LIMITED,風付科技有限公司
HK,WINDSOR PARTNERS LIMITED,
HK,WING FU HONG LIMITED,永富行找換有限公司
HK,WINNER TRADING LIMITED,永豐行貿易有限公司
HK,WIREASE LIMITED,
HK,WIREBARLEY HONG KONG LIMITED,滙寶利香港有限公司
HK,WISE PAYMENTS LIMITED,
HK,WO TRANSFER (HK) LIMITED,
HK,WONG CHUN KAU TRADING AS KAU KEE,王振球 營業名稱 球記
HK,WONG CHUN KWONG TRADING AS TO KO INDONESIA,黃春光 營業名稱 榮發印尼士多雜貨店
HK,WONG KA YIN KATHERINE TRADING AS UNIVERSAL COMPANY,黃家燕
HK,WONG KAM WAH TRADING AS M SOLUTIONS CO,黃錦華
HK,WONG KAN FONG TRADING AS LI YUEN EXCHANGE SHOP,黃間芳 營業名稱 利源人民幣找換行
HK,WONG KATHERINE KA YIN TRADING AS CHINA LINK GLOBAL COMPANY,黃家燕
HK,WONG LEE TRADING AS TOKO ASIA MAKANAN ISTIMEWA,王莉 營業名稱 佳莉東南亞商店
HK,WONG LONG KI TRADING AS PEARL RIVER REMINBI EXCHANGE CO.,黃朗棋 營業名稱 珠江人民幣找換行
HK,WONG MEI WAH TRADING AS KAWAZAKI,黃美華 營業名稱 川崎
HK,WONG SUET HUNG TRADING AS HE YI,黃雪紅 營業名稱 和浥找換店
HK,WONG SUET WA,黃雪華 營業名稱 華昌隆找換店
HK,WONG WAI KIT TRADING AS YUEN HING EXCHANGE,王偉傑 營業名稱 源興找換
HK,WONG WAI NOK GARY TRADING AS KOON FOOK CURRENCY EXCHANGE CO,黃偉諾 營業名稱 冠福人民幣外幣兌匯公司
HK,WONG YIN FAN TRADING AS BILLION LINK MONEY EXCHANGE CO.,黃燕芬 營業名稱 億匯人民幣找換行
HK,WONG YIN MEI TRADING AS SILVER TRADE,黃燕美 營業名稱 銀生行
HK,WONG YING TRADING AS GRAND MONEY EXCHANGE,王莹 營業名稱 嘉亨找換店
HK,WORLD FIRST ASIA LIMITED,
HK,"WORLD PAYMENT SERVICE CO., LIMITED TRADING AS PAYTRADES",匯通國際支付服務有限公司
HK,WORLD SMART TRADING LIMITED,永成貿易有限公司 營業名稱 永成匯
HK,WORLD WIN LIMITED,滙贏有限公司
HK,WORLDREMIT (HONG KONG) LIMITED,
HK,WORLDWIDE ELITE EXPRESS COMPANY LIMITED,怡樂國際貨運(香港)有限公司
HK,WT CHINA HK LIMITED,滙通中港控股有限公司
HK,WTF GROUP LIMITED,
HK,WUI SHEN HON INVESTMENT LIMITED,滙信行投資有限公司
HK,XTRANSFER LIMITED,信匯寶有限公司
HK,XU SHAOLING TRADING AS LEE YUEN RENMINBI EXCHANGE CO.,許少玲 營業名稱 利源人民幣找換行
HK,YAN SAU FONG TRADING AS WIN WIN TRADING CO.,任秀芳 營業名稱 同盈貿易公司
HK,YEUNG WING LOK TRADING AS WING FU CURRENCY EXCHANGE COMPANY,楊荣樂 營業名稱 永富兌換公司
HK,YIDA FINTECH SERVICE LIMITED TRADING AS YIDA MONEY EXCHANGE,壹達金融科技有限公司 營業名稱 壹達找換
HK,YIELD POINT TRADING LIMITED TRADING AS GINLEY EXCHANGE,裕邦貿易有限公司 營業名稱 金利找換
HK,YIM CHI HUNG TRADING AS TOKO INDAH KENCANA,嚴志鴻 營業名稱 晴記
HK,YING CHOI INTERNATIONAL EXCHANGE LIMITED,英財國際找換匯款有限公司
HK,YING GO INTERNATIONAL EXCHANGE LIMITED TRADING AS CHUNG YING REMINBI EXCHANGE CO.,英高國際找換匯款有限公司 營業名稱 中英人民幣找換行
HK,YING JIA GLOBAL GROUP LIMITED,盈佳環球集團有限公司
HK,YINSHENG E-PAY SERVICES (HONGKONG) LIMITED,銀盛支付服務(香港)有限公司
HK,YIP CHIU FAI TRADING AS TOKO MAKMUR,葉照輝 營業名稱 印尼和諧店
HK,YIP HING LIMITED TRADING AS YIP HING EXCHANGE,葉興有限公司 營業名稱 葉興找換
HK,YIP KAM SHING RONALD TRADING AS GOLDSMITH CO,葉錦成 營業名稱 金匠行
HK,YIP KIN FAI TRADING AS WING HING MONEY EXCHANGE CO,葉見輝 營業名稱 永興人民幣找換行
HK,YIU CHI WAI TRADING AS SRI WIJAYA EXPRESS,姚智威
HK,YIU HIU YUNG TRADING AS MATA HARI TOKO INDONESIA,饒曉蓉 營業名稱 僑陽東南亞特產食品
HK,YIU KA MING TRADING AS EASYPASS ASIA,姚家銘 營業名稱 滙通亞洲找換店
HK,YIU YUEN YING TRADING AS HING LEE RENMINBI EXCHANGE COMPANY,姚婉㼆 營業名稱 鑫利人民幣找換行
HK,YOU YUAN (HONG KONG) CO LIMITED,有園（香港）有限公司
HK,YU CHAU LING EMILY TRADING AS UNIVERSAL MONEY EXCHANGE CO.,俞秋伶 營業名稱 匯通人民幣(外幣)找換店
HK,YU CHI MING TRADING AS HENG FUNG FOREIGN CURRENCY (RMB) EXCHANGE CO,譽智明 營業名稱 恒豐人民幣找換公司
HK,YU KA WAI TRADING AS KONG HUI EXCHANGE REMITTANCE CO,尤嘉偉 營業名稱 港滙找換滙款公司
HK,YU KIN HEI TRADING AS GINZA MONEY EXCHANGE,俞建喜 營業名稱 銀座人民幣(外幣)找換店
HK,YU WENFANG,俞文芳 營業名稱 滙誠人民幣找換行
HK,YU XIULING,余秀玲 營業名稱 百達人民幣找換行
HK,YU YEE EXCHANGE LIMITED,如意匯款找換有限公司
HK,YUEN WAN SUNG TRADING AS TAKLEE,袁運崧 營業名稱 得利
HK,YUNG BING TRADING AS KING CHI TRADING CO,容冰 營業名稱 景緻貿易公司
HK,YUSLIWATI TRADING AS JAVA MART,黃曉玲 營業名稱 恆立東南亞食品店
HK,ZENG ZHENQING TRADING AS PO TUNG REMITTANCE COMPANY,曾珍清 營業名稱 寶通滙款公司
HK,ZHANG XIAOQING TRADING AS SHENG YIN EXCHANGE,張曉清 營業名稱 盛銀找換店
HK,ZHANG ZUXIANG TRADING AS SAYA MART COMPANY,張祖香
HK,ZHAO HONGYING TRADING AS YING SHUN MONEY EXCHANGE REMITTANCE CO,趙紅英 營業名稱 盈順找換匯款公司
HK,ZHENXING TECHNOLOGY LIMITED,圳星科技有限公司
HK,ZHOU CRUZAT JIEN PENG TRADING AS HENG SHENG EXCHANGE (REMIT) COMPANY,周展鵬 營業名稱 恒昇找換匯款公司
HK,ZHU QIAOZHEN,朱喬榛 營業名稱 聯興找換匯款公司
HK,ZONYUN GLOBAL LIMITED,眾合云科有限公司
HK,ZOTA PAYMENTS LIMITED,
HK,ZT MARKETS LIMITED,
HK,,亨通找換
SG,$&C XCHANGE CENTRE,
SG,$KY MONEY CHANGER,
SG,12 HRS MONEY EXCHANGER,
SG,A MONEYLINK EXCHANGE,
SG,A WALIMOHAMED BROS,
SG,A.R.J. MONEY CHANGER,
SG,A.R.MONEY EXCHANGE,
SG,ADYEN SINGAPORE PTE. LTD.,
SG,A-EXPRESS REMIT PTE. LTD.,
SG,AGRANI EXCHANGE HOUSE PRIVATE LIMITED,
SG,AHNAAF MONEY EXCHANGE,
SG,AIK YA MONEY CHANGER,
SG,AJS FOREIGN EXCHANGE,
SG,AK MONEY CHANGER & DEPARTMENT STORE,
SG,AKSHA EXCHANGE,
SG,AL AMEEN EXCHANGE,
SG,AL FAHAD TRADING,
SG,AL THASNEEM TRADERS,
SG,AL-ALIF TRADING,
SG,AL-AMAN EXCHANGE,
SG,AL-AMIN TRADING,
SG,ALANKAR INTERNATIONAL PTE LTD,
SG,ALETA PLANET PTE. LTD.,
SG,ALIF & ALIF TRADING PTE. LTD.,
SG,ALIPAY MERCHANT SERVICES PTE. LTD.,
SG,ALIPAY SINGAPORE E-COMMERCE PRIVATE LIMITED,
SG,ALIZIA GIFT HOUSE,
SG,ALIZIA TRADING,
SG,ALL BEST ENTERPRISE PTE. LTD.,
SG,ALLBEST EXCHANGE PTE. LTD.,
SG,AL-NAJIB ENTERPRISE,
SG,ALOFT TECHNOLOGY COMPANY PTE. LTD.,
SG,AMAANATH TRADING,
SG,AMARA HOTEL PROPERTIES PTE LTD ( AMARA HOTEL PROPERTIES PTE LTD tdg as Amara Singapore ),
SG,AMK COLLECTIONS,
SG,AMPLE TRANSFERS PTE. LTD.,
SG,ANNESHAH TRADING,
SG,ANUA GROUP MONEY EXCHANGERS PTE. LTD.,
SG,ARAMEX INTERNATIONAL EXCHANGE PTE. LTD.,
SG,ARCADE MONEY CHANGERS,
SG,ARCADE PLAZA TRADERS PTE LTD,
SG,ARIZA MONEY EXCHANGE,
SG,ASHIQS FOREIGN EXCHANGE,
SG,ASIA ENGRAVING STORE,
SG,ASMART EXCHANGE,
SG,ATT REMIT PTE. LTD.,
SG,ATTRACTION INTERNATIONAL FINTECH PTE. LTD.,
SG,AXS PTE. LTD.,
SG,AZEEZ MONEY CHANGERS,
SG,BABA EXCHANGE,
SG,BABY MONEY CHANGERS,
SG,BATIK EXCHANGE PTE. LTD.,
SG,BEACH ROAD HOTEL (1886) LTD. ( BEACH ROAD HOTEL (1886) LTD tdg as Raffles Hotel Singapore ),
SG,BEST MONEY CHANGER,
SG,BEZ IMPEX PTE LTD ( BEZ IMPEX PTE LTD tdg as JC Global ),
SG,BIGPAY SINGAPORE PTE. LTD.,
SG,BKK FOREX PTE LTD,
SG,BOKU NETWORKS SERVICES SG PTE. LTD,
SG,BOON LAY EXCHANGE PTE. LTD.,
SG,BORNEO PROPERTIES SDN. BHD. ( BORNEO PROPERTIES SDN BHD tdg as Grand Hyatt Singapore ),
SG,BRDGEPAY PTE. LTD.,
SG,BRUC BOND PTE. LTD.,
SG,BUGIS MONEY CHANGER,
SG,CAPITAL CITY TRADING,
SG,CAPITAL FOREX PTE. LTD.,
SG,CAPITOL HOTEL MANAGEMENT PTE. LTD. ( CAPITOL HOTEL MANAGEMENT PTE LTD tdg as The Capitol Kempinski Singapore ),
SG,CARDUP PTE. LTD.,
SG,CEL-ALEXANDRA PTE. LTD. ( CEL-ALEXANDRA PTE LTD tdg as Park Hotel Alexandra ),
SG,CENTRAL EXCHANGE,
SG,CHANDRA COSMETICS PTE. LTD.,
SG,CHANGI TRAVEL EXCHANGE PTE. LTD.,
SG,CHINA MONEY EXCHANGE,
SG,CHYNGE SINGAPORE PTE. LTD.,
SG,CITY MONEYCHANGERS,
SG,CITYPAY SERVICES PTE. LTD.,
SG,CLARENCY SINGAPORE PTE. LTD.,
SG,CLASSIC EXCHANGE,
SG,CLIFFORD GEMS & MONEY EXCHANGE,
SG,COMPASS FOREIGN EXCHANGE,
SG,CP TRADING & CONSULTING SERVICES PTE. LTD.,
SG,CRANTE MONEY CHANGER,
SG,CRESCENT EXCHANGE PTE. LTD.,
SG,CROWN EXCHANGE PTE LTD,
SG,CUPPAGE MONEY CHANGER,
SG,CURRENCYFAIR (SINGAPORE) PTE. LTD.,
SG,CYS GLOBAL REMIT PTE. LTD.,
SG,DAZZLING XCHANGE PTE. LTD.,
SG,DEEN EXCHANGE,
SG,DOLLAR EXCHANGE PTE LTD,
SG,DOLLAR MONEY CHANGER PTE. LTD.,
SG,DOLLAR SMART EXCHANGE,
SG,DOULATH ENTERPRISE,
SG,EAST ASIA FOREX PTE. LTD.,
SG,EASTPOINT MONEYCHANGER,
SG,EBURY PAYMENTS PTE. LTD. ( EBURY PAYMENTS PTE. LTD. tdg as Ebury ),
SG,ECL MONEY CHANGER PTE. LTD.,
SG,E-GLOBEX PTE. LTD.,
SG,ELITE EXCHANGE PRIVATE LIMITED,
SG,EMQ SINGAPORE PTE. LTD.,
SG,ENG LOK MONEYCHANGER,
SG,EVER VICTORY MONEY CHANGER,
SG,EVERBRIGHT MONEY CHANGER,
SG,EVEREST GENERAL STORE,
SG,EVERPEACE MONEY CHANGER PTE LTD,
SG,EVERSHINE EXCHANGE PTE. LTD.,
SG,EXCHANGE INTERNATIONAL PTE LTD,
SG,EXPRESS MONEY EXCHANGE,
SG,EZ-LINK PTE LTD,
SG,FAIRFIELD EXCHANGE,
SG,FAIZAM FOREX PTE. LTD.,
SG,FAIZURA TRADING,
SG,FAJAR STORE,
SG,FAR EAST EXCHANGE,
SG,FAR EAST FLAVOURS & FRAGRANCES PTE. LTD.,
SG,FAR EAST ORGANIZATION CENTRE PTE. LTD. ( FAR EAST ORGANISATION CENTRE PTE LTD tdg as Village Hotel Changi ),
SG,FAST AND SAFE REMITTANCE PTE. LTD.,
SG,FAUZY GIFTS,
SG,FEYAZI MONEY CHANGER,
SG,FIAT TRADING,
SG,FINTECH DECISION PTE. LTD. ( FINTECH DECISION PTE. LTD. tdg as PayOp ),
SG,FIRMAN SHAH INTERNATIONAL EXCHANGE,
SG,FMC TRADING,
SG,FOMO PAY PTE. LTD.,
SG,FONG LAI TRADING,
SG,FOUNTAIN MONEY CHANGER,
SG,FURAMA HOTEL SINGAPORE PTE LTD ( FURAMA HOTEL SINGAPORE PTE LTD tdg as Furama City Centre Singapore ),
SG,FURAMA PTE. LTD. ( FURAMA PTE LTD tdg as Furama Riverfront Singapore ),
SG,FXCHANGE PRIVATE LIMITED,
SG,GCC EXCHANGE (S) PTE. LTD.,
SG,GLOBAL EXCHANGE,
SG,GLOBAL REMITTANCE PTE LTD,
SG,GLOBAL TRADE WALLET (SG) PTE. LTD.,
SG,GOLDEN CITY FOREIGN EXCHANGE,
SG,GOLDEN DRAGON REMITTANCE PTE. LTD.,
SG,GOLDEN HOMES ENTERPRISE,
SG,GOLDEN HORSE PRIZE ENTERPRISE PTE. LTD.,
SG,GOLDEN JINNAH PTE. LTD.,
SG,GOLDMILLION XCHANGE PTE. LTD.,
SG,GOOD DAY TRADING,
SG,GPAY NETWORK (S) PTE. LTD.,
SG,GPL REMITTANCE PTE LTD,
SG,GRAND PARK PROPERTY PTE. LTD. ( GRAND PARK PROPERTY PTE LTD tdg as Grand Park City Hall ),
SG,GREAT EAST ENTERPRISE PTE LTD ( GREAT EAST ENTERPRISE PTE LTD tdg as Great East Forex ),
SG,GREAT EXCHANGE & TRADING,
SG,GREAT STAR EXCHANGE,
SG,GREEN CITY MINIMART,
SG,GREEN POINT MONEY EXCHANGE,
SG,HABIB RAILWAY BOOK STORE,
SG,HAJA T&T TRADING,
SG,HAJI RAHMATHULLAH STORE,
SG,HAMMZ MONEY EXCHANGE,
SG,HAMSHANOOR ENTERPRISE,
SG,HANSHAN MONEY EXPRESS PTE. LTD.,
SG,HARATAN SERVICING PTE. LTD.,
SG,HASAN TRADING MONEY EXCHANGE,
SG,HKI INTERNATIONAL EXCHANGE,
SG,HONG HUAT MONEY CHANGER,
SG,HOTEL MIRAMAR (SINGAPORE) LIMITED,
SG,HOTEL ROYAL @ QUEENS (SINGAPORE) PTE. LTD.,
SG,HOTEL ROYAL LIMITED,
SG,HPL PROPERTIES PTE LTD ( HPL PROPERTIES PTE LTD tdg as Four Seasons Hotel Singapore ),
SG,HUMAYUN'S MONEY CHANGER,
SG,I K I EXCHANGE PTE. LTD.,
SG,IAKABA EXCHANGE PTE. LTD.,
SG,IBAN EXPRESS PTE. LTD.,
SG,IBANERA PRIVATE LIMITED,
SG,INTERNATIONAL AIR TRANSPORT ASSOCIATION,
SG,INTERNATIONAL EXCHANGE CO (SINGAPORE) PTE. LTD.,
SG,INTERNATIONAL REMITTANCE PTE LTD,
SG,I-REMITTANCE SINGAPORE PTE. LTD.,
SG,ISEND PTE. LTD.,
SG,ISHWARYA MONEY CHANGER,
SG,J L UNION GARMENT ENTERPRISE,
SG,JADE EXCHANGE PTE. LTD.,
SG,JAMAL EXCHANGE,
SG,JAMAL KAZURA AROMATICS,
SG,JAMSERAH JAS MONEY CHANGER,
SG,J-DEE REMITTANCE SERVICES PTE. LTD.,
SG,JONG HAP SERVICES & TRADING AGENCY,
SG,JVKM MONEY CHANGER PTE. LTD.,
SG,K S S N FOREIGN EXCHANGE PTE. LTD.,
SG,KABAYAN REMITTANCE PTE. LTD.,
SG,KLIQ PTE. LTD. ( KLIQ PTE. LTD. tdg as eRemit Singapore ),
SG,KOK WEE SIN TEXTILES BATIK & GARMENTS,
SG,KOKILA TRADING & MONEY CHANGER,
SG,KOVICS TRADING SPORE PTE LTD,
SG,LEE KAI TECK TRAVEL SERVICE PTE. LTD.,
SG,LINK HOTELS INTERNATIONAL PTE. LTD.,
SG,LION CITY STORE,
SG,LULU MONEY (SINGAPORE) PTE. LTD.,
SG,M.G.M.FOREIGN EXCHANGE,
SG,MAJEED MONEY CHANGER,
SG,MARINA BAY SANDS PTE. LTD.,
SG,MASTERCARD TRANSACTION SERVICES (SINGAPORE) PTE. LTD.,
SG,MATCHMOVE PAY PTE. LTD.,
SG,MAXI MONEY EXCHANGE,
SG,MAYURA MONEY CHANGER,
SG,M-DAQ CASHPORT PTE. LTD.,
SG,MEGA STARMINIMART,
SG,METRO REMITTANCE SINGAPORE PTE. LTD.,
SG,MFS TRADERS,
SG,MIJ MONEY CHANGER,
SG,"MILLENIA HOTEL PRIVATE LIMITED ( MILLENIA HOTEL PRIVATE LIMITED tdg as Capella Hotel, Singapore )",
SG,MILLENIA PRIVATE LIMITED ( MILLENIA PRIVATE LIMITED tdg as Conrad Centennial Singapore ),
SG,MILLENNING PTE. LTD.,
SG,MILLION DOLLAR EXCHANGE,
SG,MITRA FOREX PTE. LTD.,
SG,MOBILE COMMUNITY TECH PTE. LTD. ( MOBILE COMMUNITY TECH PTE. LTD. tdg as MCT Pay ),
SG,MOBILE CREDIT PAYMENT PTE. LTD.,
SG,MOHAMED THAHIR EXCHANGE PTE. LTD.,
SG,MONEY MATTERS FOREIGN EXCHANGE,
SG,MONEY SUPPLY PTE. LTD.,
SG,MONEYCIERGE PTE. LTD. ( MONEYCIERGE PTE. LTD. tdg as JUFU Remittance ),
SG,MONEYGRAM INTERNATIONAL PTE. LTD.,
SG,MONG LEE ENTERPRISE PTE LTD,
SG,MONISHA EXCHANGE,
SG,MOUNT FABER LEISURE GROUP PTE. LTD.,
SG,MUHAMMED ENTERPRISE,
SG,MUSFIRAH TRADING,
SG,MUSTAFA FOREIGN EXCHANGE PTE. LTD.,
SG,MYDEEN ENTERPRISE,
SG,NAI NGUAN REMITTANCE SERVICE PTE. LTD.,
SG,NALLUR STORE,
SG,NBL MONEY TRANSFER PTE. LTD.,
SG,NEW STAR EXCHANGE PTE. LTD.,
SG,OFX SINGAPORE PTE. LIMITED,
SG,OIS BIZCRAFT PTE. LTD.,
SG,ONEPIP (SINGAPORE) PTE. LTD.,
SG,OPAL FINTECH PTE. LTD. ( OPAL FINTECH PTE. LTD. tdg as Opal ),
SG,ORCHARD GRAND COURT PTE LTD,
SG,ORCHID HOTEL PRIVATE LIMITED,
SG,PACIFIC EXCHANGE PTE. LTD.,
SG,PARK REGIS INVESTMENTS PTE. LTD. ( PARK REGIS INVESTMENTS PTE. LTD. tdg as Park Regis Singapore ),
SG,PAYGO INTERNATIONAL PTE. LTD.,
SG,PAYLINKS PTE. LTD.,
SG,PEOPLE'S CORNER MONEY CHANGER,
SG,PEOPLE'S PARK CENTRE MONEY CHANGER,
SG,PLAZA GEMS CO PTE. LTD.,
SG,PRECIOUS QUAY PTE. LTD. ( PRECIOUS QUAY PTE. LTD. tdg as The Fullerton Bay Hotel ),
SG,PRECIOUS TREASURE PTE LTD ( PRECIOUS TREASURE PTE LTD tdg as The Fullerton Hotel ),
SG,PRIME EXCHANGE CO. PTE. LTD.,
SG,PRINCE XCHANGE PTE. LTD.,
SG,PUNGGOL EXCHANGE,
SG,QQ PAY PTE. LTD.,
SG,R T NATHAN DRUG STORE,
SG,RABI TRADING,
SG,RADS EXCHANGE PTE. LTD.,
SG,RAFFLES MONEY CHANGE PTE LTD,
SG,RAHIM MONEY CHANGER,
SG,RAHIM TRADERS,
SG,RAHIMAN TRADING,
SG,RAHMAN FOREIGN EXCHANGE,
SG,RAPYD HOLDINGS PTE. LTD.,
SG,RASHA TRADERS,
SG,RAZER MERCHANT SERVICES (SG) PTE. LTD.,
SG,RAZIA DRUG STORE,
SG,"RCMS PROPERTIES PRIVATE LIMITED ( RCMS PROPERTIES PRIVATE LIMITED tdg as The Ritz-Carlton, Millenia Singapore )",
SG,REDIMONEY EXPRESS PTE. LTD.,
SG,REGENT MONEY CHANGER PTE LTD,
SG,REMITLY SINGAPORE PTE. LTD.,
SG,REMSEA PTE. LTD.,
SG,REPUBLIC HOTELS & RESORTS LIMITED ( REPUBLIC HOTELS & RESORTS LIMITED tdg as Grand Copthorne Waterfront Hotel Singapore ),
SG,RESHONG CORPORATION PRIVATE LIMITED,
SG,RESORTS FOREIGN EXCHANGE,
SG,RESORTS WORLD AT SENTOSA PTE. LTD.,
SG,RIA FINANCIAL SERVICES SINGAPORE PTE. LTD.,
SG,RICHVEIN PTE LTD ( RICHVEIN PTE LTD tdg as Sheraton Towers Singapore Hotel ),
SG,RIGHT CHOICE PAYMENTS PTE. LTD.,
SG,RISING MONEY EXCHANGE PTE. LTD.,
SG,RIYAZ EXCHANGE TRADING,
SG,ROSEMIN STORE,
SG,ROYAL GROUP DEVELOPMENT PTE. LTD. ( ROYAL GROUP DEVELOPMENT PTE LTD tdg as The Singapore Resort & Spa ),
SG,ROYAL GROUP HOLDINGS PTE. LTD. ( ROYAL GROUP HOLDINGS PTE LTD tdg as Sofitel SO Singapore ),
SG,S ABDUL HAMID,
SG,SAIF MONEY CHANGER,
SG,SAJAHTERA INVESTMENTS (SINGAPORE) PTE LIMITED ( SAJAHTERA INVESTMENTS (SINGAORE) PTE LIMITED tdg as Royal Plaza ),
SG,SAKR IMPEX INTERNATIONAL,
SG,SALVA'S FOREIGN EXCHANGE,
SG,SAMLIT MONEYCHANGER PTE. LTD.,
SG,SANGAM EXCHANGE,
SG,SAPPHIRE EXCHANGE,
SG,SARMUS EXCHANGE & TRADING,
SG,SEACARE HOSPITALITY PTE. LTD. ( SEACARE HOSPITALITY PL tdg as The Seacare Hotel ),
